交易所,板块,代码,市场代码,名称,空字段f1,最新价,涨跌额,涨跌幅,流通市场代码,成交量,成交额,振幅,最高,昨收,最低,今开,量比,换手率,市盈率,市净率,行业,地域板块,概念题材
上交所,科创板,688126,1,沪硅产业,2,25.26,1.07,4.42,2,1815043,4609258120.0,12.98,26.88,24.19,23.74,24.3,1.6,6.64,-43.2,4.96,半导体,上海板块,"国产芯片,半导体概念,中芯概念,存储芯片"
上交所,科创板,688127,1,蓝特光学,2,90.49,1.35,1.51,2,104328,926220519.0,4.51,90.7,89.14,86.68,89.16,0.82,2.57,70.88,15.73,光学光电子,浙江板块,"智能穿戴,苹果概念,虚拟现实,增强现实,华为概念,半导体概念,玻璃基板,消费电子概念"
上交所,科创板,688128,1,中国电研,2,26.88,-0.35,-1.29,2,25849,69781993.0,1.84,27.3,27.23,26.8,27.18,0.81,0.64,20.29,3.02,专用设备,广东板块,"锂电池概念,央国企改革,无人驾驶,新型工业化,房屋检测,电池技术"
上交所,科创板,688129,1,东来技术,2,29.1,-0.68,-2.28,2,12110,35239076.0,6.68,30.28,29.78,28.29,30.07,0.74,1.01,38.35,3.39,化学制品,上海板块,新能源车
上交所,科创板,688130,1,晶华微,2,26.97,-0.93,-3.33,2,28930,78675079.0,3.94,27.89,27.9,26.79,27.65,0.7,4.8,-184.81,2.64,半导体,浙江板块,"国产芯片,半导体概念"
上交所,科创板,688131,1,皓元医药,2,72.25,0.77,1.08,2,54548,393199498.0,5.36,73.73,71.48,69.9,71.28,0.91,2.57,56.47,4.92,医疗服务,上海板块,"人工智能,CRO,创新药,减肥药,AI制药（医疗）,合成生物,创新医疗服务"
上交所,科创板,688132,1,邦彦技术,2,18.04,-0.37,-2.01,2,18938,34238853.0,3.86,18.5,18.41,17.79,18.4,1.05,1.24,-15.83,2.32,军工电子Ⅱ,广东板块,"军工,网络安全,AI智能体,微盘股,AI应用"
上交所,科创板,688133,1,泰坦科技,2,22.35,-0.52,-2.27,2,32477,72705195.0,5.38,23.33,22.87,22.1,22.87,0.76,1.98,-28.37,1.35,化学制品,上海板块,
上交所,科创板,688135,1,利扬芯片,2,38.05,-0.79,-2.03,2,152153,577829329.0,3.37,38.77,38.84,37.46,38.77,0.75,6.53,648.63,5.59,半导体,广东板块,"物联网,北斗导航,智能穿戴,智能家居,5G概念,人工智能,无人驾驶,国产芯片,传感器,半导体概念,汽车芯片,先进封装,算力概念,存储芯片,消费电子概念,通信技术"
上交所,科创板,688136,1,科兴制药,2,26.02,-0.48,-1.81,2,51050,133328187.0,3.4,26.65,26.5,25.75,26.3,0.79,2.54,-72.99,3.03,生物制品,山东板块,"病毒防治,创新药,合成生物,病原体防治"
上交所,科创板,688137,1,近岸蛋白,2,51.62,-2.26,-4.19,2,13246,69675175.0,5.09,54.0,53.88,51.26,53.89,1.14,1.89,-85.4,1.79,生物制品,江苏板块,"体外诊断概念,重组蛋白,合成生物,精准诊断"
上交所,科创板,688138,1,清溢光电,2,32.68,-0.49,-1.48,2,69001,225063613.0,3.17,33.23,33.17,32.18,33.23,0.82,2.19,46.18,3.63,半导体,广东板块,"深圳特区,OLED,PCB,国产芯片,半导体概念,中芯概念"
上交所,科创板,688139,1,海尔生物,2,33.54,0.05,0.15,2,36225,120250577.0,1.88,33.6,33.49,32.97,33.42,1.06,1.14,33.4,2.38,医疗器械,山东板块,"物联网,医疗器械概念,AI智能体,冷链物流,空间站概念,机器人概念,科创板做市股,AI制药（医疗）"
上交所,科创板,688141,1,杰华特,2,110.12,5.53,5.29,2,213890,2318036292.0,9.24,111.88,104.59,102.22,102.44,0.86,4.75,-44.89,39.73,半导体,浙江板块,"人工智能,无人驾驶,小米概念,华为概念,新能源车,半导体概念,汽车芯片,储能概念"
上交所,科创板,688143,1,长盈通,2,77.0,5.4,7.54,2,152829,1148951144.0,8.66,77.7,71.6,71.5,73.0,1.29,12.49,420.26,7.32,通信设备,湖北板块,"军工,商业航天,光通信模块,通信技术,光纤概念"
上交所,科创板,688146,1,中船特气,2,98.0,2.19,2.29,2,266511,2606373260.0,7.12,101.9,95.81,95.08,100.6,1.12,18.38,128.06,8.84,半导体,河北板块,"央国企改革,氟化工概念,光刻机(胶),半导体概念,中芯概念,固态电池,工业气体,电池技术"
上交所,科创板,688147,1,微导纳米,2,82.36,-0.59,-0.71,2,77646,636670703.0,4.36,83.7,82.95,80.08,82.73,0.67,1.68,451.77,12.94,半导体,江苏板块,"光伏概念,半导体概念,TOPCon电池,BC电池"
上交所,科创板,688148,1,芳源股份,2,10.53,-0.25,-2.32,2,262882,276779456.0,4.73,10.82,10.78,10.31,10.7,0.74,5.15,21.86,13.97,电池,广东板块,"锂电池概念,固态电池,电池技术"
上交所,科创板,688150,1,莱特光电,2,60.43,5.12,9.26,2,227033,1289680206.0,15.19,62.0,55.31,53.6,55.2,1.37,5.64,132.23,12.47,电子化学品Ⅱ,陕西板块,"新能源,新材料,西部大开发,5G概念,OLED,华为概念,PCB,钙钛矿电池,柔性屏(折叠屏),荣耀概念,通信技术,显示技术"
上交所,科创板,688151,1,华强科技,2,20.69,0.08,0.39,2,30947,63824988.0,4.03,21.04,20.61,20.21,20.61,1.26,0.9,278.1,1.68,医疗器械,湖北板块,"军工,医疗器械概念,央国企改革,核污染防治,机器人概念"
上交所,科创板,688152,1,麒麟信安,2,40.1,1.45,3.75,2,38914,154861479.0,4.5,40.48,38.65,38.74,38.98,1.93,3.82,-118.41,3.38,软件开发,湖南板块,"云计算,网络安全,商业航天,华为欧拉,数据安全,信创"
上交所,科创板,688153,1,唯捷创芯,2,32.91,-0.65,-1.94,2,48275,159512143.0,3.13,33.73,33.56,32.68,33.65,0.73,1.18,-73.55,3.56,半导体,天津板块,"智能穿戴,5G概念,小米概念,国产芯片,新能源车,WiFi,半导体概念,卫星互联网,汽车芯片,AI手机,消费电子概念,通信技术"
上交所,科创板,688155,1,先惠技术,2,103.88,0.28,0.27,2,45358,465222905.0,3.87,104.51,103.6,100.5,104.39,0.62,3.59,21.38,5.35,电池,上海板块,"锂电池概念,大数据,一带一路,人工智能,新能源车,车联网(车路云),固态电池,机器人概念,数据要素,电池技术"
上交所,科创板,688156,1,路德科技,2,27.51,0.01,0.04,2,47042,130983862.0,5.56,28.53,27.5,27.0,27.59,1.03,4.67,62.71,3.58,环境治理,湖北板块,"节能环保,生态农业,微盘股,合成生物"
上交所,科创板,688157,1,松井股份,2,34.98,-1.18,-3.26,2,23262,81745570.0,4.73,36.4,36.16,34.69,36.4,0.94,1.49,-200.05,4.06,化学制品,湖南板块,"锂电池概念,特斯拉概念,苹果概念,小米概念,华为概念,PCB,光刻机(胶),新能源车,固态电池,低空经济,AI眼镜,电池技术"
上交所,科创板,688158,1,优刻得-W,2,48.61,-1.79,-3.55,2,392865,1924510913.0,4.35,50.4,50.4,48.21,50.02,0.82,9.69,2023.27,9.16,IT服务Ⅱ,上海板块,"互联网服务,云计算,智慧城市,人脑工程,人工智能,边缘计算,VPN,数据中心,商业航天,东数西算,信创,算力概念,液冷概念,智谱AI概念,DeepSeek概念"
上交所,科创板,688159,1,有方科技,2,60.7,4.04,7.13,2,153137,870840935.0,16.55,62.53,56.66,53.15,56.69,1.83,16.51,50.7,6.02,通信设备,广东板块,"深圳特区,物联网,移动支付,智能电网,水利建设,智慧城市,阿里概念,充电桩,5G概念,无人驾驶,华为概念,车联网(车路云),电网概念,通信技术"
上交所,科创板,688160,1,步科股份,2,123.6,2.75,2.28,2,44409,554718478.0,5.56,128.75,120.85,122.03,122.9,1.24,4.89,210.82,8.73,自动化设备,上海板块,"物联网,医疗器械概念,工业互联,机器人概念,机器人执行器,新型工业化,人形机器人"
上交所,科创板,688161,1,威高骨科,2,28.31,-0.78,-2.68,2,18954,53963302.0,3.47,29.2,29.09,28.19,29.08,0.62,0.47,64.01,2.7,医疗器械,山东板块,"医疗器械概念,科创板做市股"
上交所,科创板,688162,1,巨一科技,2,31.81,-1.1,-3.34,2,21073,67994185.0,4.41,33.22,32.91,31.77,33.22,1.05,1.54,52.55,1.8,专用设备,安徽板块,"特斯拉概念,燃料电池概念,新能源车,固态电池,电池技术"
上交所,科创板,688163,1,赛伦生物,2,39.98,0.89,2.28,2,31845,122733820.0,6.14,40.0,39.09,37.6,39.09,1.2,2.94,1907.1,3.89,生物制品,上海板块,"病毒防治,病原体防治"
上交所,科创板,688165,1,埃夫特-U,2,20.0,0.61,3.15,2,137549,270133922.0,4.02,20.0,19.39,19.22,19.41,0.93,2.64,-266.59,8.63,自动化设备,安徽板块,"央国企改革,人工智能,工业互联,新能源车,机器视觉,机器人概念,减速器,人形机器人"
上交所,科创板,688166,1,博瑞医药,2,65.1,0.23,0.35,2,142049,936894326.0,4.75,67.47,64.87,64.39,65.15,0.86,3.31,752.34,10.26,化学制药,江苏板块,"流感,创新药,减肥药,合成生物,病原体防治"
上交所,科创板,688167,1,炬光科技,2,475.0,-3.1,-0.65,2,65624,3090918838.0,7.49,491.23,478.1,455.4,488.1,0.9,7.3,-808.24,19.09,半导体,陕西板块,"西部大开发,3D打印,虚拟现实,无人驾驶,光刻机(胶),半导体概念,激光雷达,CPO概念,高带宽内存,可控核聚变,通信技术"
上交所,科创板,688168,1,安博通,2,86.86,-2.76,-3.08,2,17249,151635022.0,4.12,90.33,89.62,86.64,90.33,0.89,2.23,138.53,6.7,软件开发,北京板块,"大数据,网络安全,国产软件,人工智能,工业互联,百度概念,华为概念,VPN,数据安全,数字经济,信创,AI芯片,算力概念,数据要素,DeepSeek概念"
上交所,科创板,688169,1,石头科技,2,115.12,-4.26,-3.57,2,78702,916594243.0,4.17,119.98,119.38,115.0,119.8,1.11,3.04,23.07,2.09,小家电,北京板块,"小米概念,机器人概念"
上交所,科创板,688170,1,德龙激光,2,66.02,-0.47,-0.71,2,61832,404669244.0,2.87,66.51,66.49,64.6,66.0,0.76,5.98,-66.82,5.54,自动化设备,江苏板块,"华为概念,第三代半导体,商业航天,固态电池,激光雷达,钙钛矿电池,存储芯片,BC电池,玻璃基板,华为海思,电池技术"
上交所,科创板,688171,1,纬德信息,2,58.31,1.31,2.3,2,38566,225700803.0,6.49,60.21,57.0,56.51,56.82,1.4,4.6,-8195.49,5.91,软件开发,广东板块,"国产软件,虚拟电厂,数据安全,电网概念"
上交所,科创板,688172,1,燕东微,2,49.36,1.06,2.19,2,210632,1019594730.0,4.97,49.45,48.3,47.05,48.0,0.97,2.71,-68.01,3.88,半导体,北京板块,"央国企改革,传感器,半导体概念,第三代半导体,光通信模块,通信技术"
上交所,科创板,688173,1,希荻微,2,18.39,-0.32,-1.71,2,148840,274483824.0,2.94,18.75,18.71,18.2,18.7,0.7,3.63,-248.55,5.33,半导体,广东板块,"锂电池概念,智能穿戴,小米概念,国产芯片,半导体概念,卫星互联网,汽车芯片,机器人概念,AI手机,荣耀概念,AI眼镜,并购重组概念,消费电子概念,电池技术"
上交所,科创板,688175,1,高凌信息,2,35.64,-0.73,-2.01,2,15764,56755100.0,3.88,36.66,36.37,35.25,36.66,0.67,1.22,291.84,2.66,军工电子Ⅱ,广东板块,"军工,节能环保,物联网,网络安全,人工智能,商业航天"
上交所,科创板,688176,1,亚虹医药-U,2,12.93,-0.24,-1.82,2,126206,163751444.0,2.43,13.16,13.17,12.84,13.1,0.96,2.9,-16.43,5.04,化学制药,江苏板块,创新药
上交所,科创板,688177,1,百奥泰,2,20.21,-0.14,-0.69,2,39546,80621160.0,3.93,20.78,20.35,19.98,20.32,1.05,0.96,-13.78,37.34,生物制品,广东板块,"单抗概念,创新药"
上交所,科创板,688178,1,万德斯,2,36.65,-1.35,-3.55,2,22507,83336469.0,5.18,38.3,38.0,36.33,38.0,0.61,2.65,68.55,3.35,环境治理,江苏板块,
上交所,科创板,688179,1,阿拉丁,2,22.93,-0.02,-0.09,2,145921,336810893.0,5.14,23.75,22.95,22.57,23.23,0.82,4.03,71.33,6.31,化学制品,上海板块,"新材料,电商概念,病原体防治"
上交所,科创板,688180,1,君实生物-U,2,41.41,-0.67,-1.59,2,199133,833040629.0,3.75,42.8,42.08,41.22,42.08,1.17,2.6,-516.86,7.21,生物制品,上海板块,"独家药品,精准医疗,单抗概念,创新药"
上交所,科创板,688181,1,八亿时空,2,37.1,-0.02,-0.05,2,54433,201717638.0,2.29,37.48,37.12,36.63,37.03,0.98,4.05,50.4,2.39,光学光电子,北京板块,"新材料,LED概念,OLED,光刻机(胶)"
上交所,科创板,688182,1,灿勤科技,2,35.1,-0.45,-1.27,2,115338,407147991.0,3.74,36.07,35.55,34.74,35.44,0.92,2.88,2150.16,6.21,通信设备,江苏板块,"5G概念,华为概念,半导体概念,商业航天,6G概念,通信技术"
上交所,科创板,688183,1,生益电子,2,102.6,-2.94,-2.79,2,267456,2751096581.0,4.9,106.74,105.54,101.57,105.52,0.93,3.22,47.98,13.92,元件,广东板块,"无人驾驶,华为概念,PCB,AIPC"
上交所,科创板,688184,1,ST帕瓦,2,13.98,-0.19,-1.34,2,38869,53478343.0,5.22,14.23,14.17,13.49,14.09,0.82,3.87,27.57,2.07,电池,浙江板块,"锂电池概念,固态电池,钠离子电池,电池技术"
上交所,科创板,688185,1,康希诺,2,64.91,-2.79,-4.12,2,29579,194141989.0,3.21,66.99,67.7,64.82,66.98,1.06,2.59,-99.17,3.26,生物制品,天津板块,"生物疫苗,病毒防治,病原体防治"
上交所,科创板,688186,1,广大特材,2,20.67,-0.62,-2.91,2,83654,174213926.0,3.8,21.41,21.29,20.6,21.41,0.96,2.98,275.22,1.23,特钢Ⅱ,江苏板块,"军工,新能源,节能环保,新材料,核能核电,铁路基建,风能,海洋经济,新能源车,半导体概念,碳交易,储能概念,工程机械概念,抽水蓄能,可控核聚变,人形机器人"
上交所,科创板,688187,1,时代电气,2,49.41,0.13,0.26,2,77723,383752104.0,2.68,49.92,49.28,48.6,49.45,1.12,0.89,26.07,1.56,轨交设备Ⅱ,湖南板块,"交运设备,铁路基建,海工装备,海洋经济,央国企改革,新能源车,传感器,半导体概念,第三代半导体,磁悬浮概念,碳化硅,储能概念,工程机械概念,IGBT概念,机器人概念,科创板做市股,高压快充"
上交所,科创板,688188,1,柏楚电子,2,163.23,5.02,3.17,2,48329,787531600.0,5.06,165.5,158.21,157.5,158.01,1.13,1.67,37.23,7.37,计算机设备,上海板块,国产软件
上交所,科创板,688189,1,南新制药,2,10.49,-0.06,-0.57,2,425832,457087007.0,12.04,11.39,10.55,10.12,10.55,1.91,15.52,-54.34,3.75,化学制药,湖南板块,"央国企改革,流感,创新药,微盘股,病原体防治"
上交所,科创板,688190,1,云路股份,2,86.91,-0.65,-0.74,2,14986,129501495.0,2.54,87.87,87.56,85.65,87.87,0.75,1.25,42.11,3.88,金属新材料,山东板块,"新材料,央国企改革"
上交所,科创板,688191,1,智洋创新,2,52.66,0.82,1.58,2,92337,481084442.0,5.96,53.69,51.84,50.6,52.25,0.98,3.99,-272.82,14.2,电网设备,山东板块,"物联网,智能电网,大数据,人工智能,数字孪生,特高压,电网概念"
上交所,科创板,688192,1,迪哲医药-U,2,57.2,0.18,0.32,2,51364,293751786.0,4.67,58.56,57.02,55.9,56.62,1.19,1.11,-69.61,21.46,化学制药,江苏板块,创新药
上交所,科创板,688193,1,仁度生物,2,58.16,0.0,0.0,2,,,0.0,,58.16,,,,0.0,116.63,2.54,医疗器械,上海板块,"流感,微盘股,病原体防治"
上交所,科创板,688195,1,腾景科技,2,366.01,-9.59,-2.55,2,79676,3010888723.0,8.97,394.9,375.6,361.22,379.8,1.06,6.16,820.01,46.51,光学光电子,福建板块,"医疗器械概念,量子科技,虚拟现实,增强现实,无人驾驶,华为概念,光刻机(胶),商业航天,激光雷达,光通信模块,并购重组概念,通信技术,光纤概念"
上交所,科创板,688196,1,卓越新能,2,50.47,-1.85,-3.54,2,19568,99778045.0,4.89,52.86,52.32,50.3,52.86,1.15,1.54,53.26,2.0,化学制品,福建板块,节能环保
上交所,科创板,688197,1,首药控股-U,2,42.94,-0.85,-1.94,2,17370,74836836.0,3.08,43.9,43.79,42.55,43.44,0.97,2.71,-105.79,9.6,化学制药,北京板块,创新药
上交所,科创板,688198,1,佰仁医疗,2,99.04,1.14,1.16,2,8252,81987460.0,3.43,101.33,97.9,97.97,98.93,1.3,0.6,82.43,9.97,医疗器械,北京板块,医疗器械概念
上交所,科创板,688199,1,久日新材,2,29.13,0.21,0.73,2,47642,137243775.0,2.66,29.17,28.92,28.4,28.75,1.13,2.95,115.28,1.81,化学制品,天津板块,"节能环保,新材料,PCB,光刻机(胶),固态电池,电池技术,光纤概念"
上交所,科创板,688200,1,华峰测控,2,373.6,6.05,1.65,2,29660,1113480352.0,8.76,389.0,367.55,356.8,362.61,0.93,2.19,134.37,12.09,半导体,北京板块,"华为概念,国产芯片,氮化镓,半导体概念,第三代半导体"
上交所,科创板,688201,1,ST信安,2,9.02,0.24,2.73,2,76252,67852171.0,3.76,9.06,8.78,8.73,8.73,0.34,2.52,-49.86,2.21,软件开发,北京板块,"网络安全,量子科技,数字货币,车联网(车路云),数据安全,跨境支付,电子身份证,信创,低空经济"
上交所,科创板,688202,1,美迪西,2,65.48,0.5,0.77,2,58812,388789742.0,5.85,68.0,64.98,64.2,64.98,0.96,4.38,140.85,4.49,医疗服务,上海板块,"上海自贸,CRO,AI制药（医疗）,合成生物,AI应用,创新医疗服务"
上交所,科创板,688203,1,海正生材,2,14.11,-0.23,-1.6,2,42253,60091539.0,5.58,14.74,14.34,13.94,14.31,0.71,2.08,683.56,1.94,塑料,浙江板块,"3D打印,央国企改革,降解塑料,微盘股"
上交所,科创板,688205,1,德科立,2,292.58,23.7,8.81,2,187719,5509739044.0,12.23,310.88,268.88,278.0,287.87,1.29,11.86,589.53,19.78,通信设备,江苏板块,"CPO概念,通信技术"
上交所,科创板,688206,1,概伦电子,2,36.42,0.47,1.31,2,104324,381514022.0,6.43,37.63,35.95,35.32,35.58,1.28,2.4,-322.36,7.96,软件开发,上海板块,"国产芯片,中芯概念,EDA概念,信创,存储芯片,并购重组概念"
上交所,科创板,688207,1,格灵深瞳,2,16.77,0.11,0.66,2,81500,136944741.0,3.9,17.11,16.66,16.46,16.69,1.14,3.15,-26.66,2.38,IT服务Ⅱ,北京板块,"智慧城市,大数据,人工智能,无人驾驶,华为概念,边缘计算,智慧政务,车联网(车路云),生物识别,机器视觉,元宇宙概念,机器人概念,数据要素,DeepSeek概念"
上交所,科创板,688208,1,道通科技,2,38.52,1.32,3.55,2,317285,1222976121.0,4.57,39.2,37.2,37.5,37.5,1.96,4.73,33.16,7.33,计算机设备,广东板块,"深圳特区,充电桩,人工智能,无人驾驶,胎压监测,传感器,机器人概念,高压快充,DeepSeek概念"
上交所,科创板,688209,1,英集芯,2,25.91,1.21,4.9,2,295643,755187080.0,7.53,26.16,24.7,24.3,25.0,1.75,6.82,62.26,5.03,半导体,广东板块,"深圳特区,人脑工程,小米概念,国产芯片,无线耳机,半导体概念,汽车芯片,消费电子概念"
上交所,科创板,688210,1,统联精密,2,48.66,-1.69,-3.36,2,49559,242274961.0,5.12,50.4,50.35,47.82,50.0,1.0,3.06,-98.87,6.18,消费电子,广东板块,"智能穿戴,苹果概念,无人机,电子烟,柔性屏(折叠屏),荣耀概念,AI眼镜,消费电子概念"
上交所,科创板,688211,1,中科微至,2,36.38,-1.24,-3.3,2,17959,65742488.0,4.36,37.8,37.62,36.16,37.39,0.75,1.37,403.61,1.37,专用设备,江苏板块,机器人概念
上交所,科创板,688212,1,澳华内镜,2,37.0,0.58,1.59,2,29606,107929300.0,3.79,37.22,36.42,35.84,36.98,0.75,2.2,-50.98,3.87,医疗器械,上海板块,医疗器械概念
上交所,科创板,688213,1,思特威-W,2,99.5,7.23,7.84,2,257884,2538275341.0,10.45,102.26,92.27,92.62,93.5,2.09,7.97,42.27,7.33,半导体,上海板块,"智能穿戴,安防概念,医疗器械概念,无人机,虚拟现实,人工智能,无人驾驶,工业互联,小米概念,国产芯片,传感器,半导体概念,汽车芯片,机器视觉,机器人概念,AI芯片,AI眼镜,消费电子概念"
上交所,科创板,688215,1,瑞晟智能,2,75.39,-0.87,-1.14,2,7552,56867777.0,3.17,76.73,76.26,74.31,76.72,0.65,1.21,132.21,9.55,自动化设备,浙江板块,"阿里概念,数字孪生"
上交所,科创板,688216,1,气派科技,2,35.0,0.05,0.14,2,64516,226957971.0,6.95,36.66,34.95,34.23,34.89,1.36,6.06,-269.64,5.47,半导体,广东板块,"深圳特区,5G概念,国产芯片,氮化镓,半导体概念,第三代半导体,先进封装,通信技术"
上交所,科创板,688217,1,睿昂基因,2,29.73,-0.85,-2.78,2,9401,28173743.0,4.97,30.93,30.58,29.41,30.49,0.95,1.68,-83.31,1.98,医疗器械,上海板块,"医疗器械概念,基因测序,人工智能,精准医疗,体外诊断概念,数据要素,微盘股,精准诊断"
上交所,科创板,688218,1,江苏北人,2,41.46,1.16,2.88,2,84600,345727675.0,4.67,41.88,40.3,40.0,40.74,1.09,7.26,318.1,5.66,自动化设备,江苏板块,"特斯拉概念,工业互联,新能源车,华为汽车,储能概念,机器人概念,小米汽车,低空经济"
上交所,科创板,688219,1,会通股份,2,11.6,-0.18,-1.53,2,73334,85301418.0,2.46,11.83,11.78,11.54,11.83,0.81,1.33,28.93,2.09,塑料,安徽板块,"锂电池概念,智能穿戴,充电桩,5G概念,无人驾驶,小米概念,华为概念,新能源车,降解塑料,华为汽车,储能概念,机器人概念,科创板做市股,毫米波概念,液冷概念,小米汽车,PEEK材料概念,飞行汽车(eVTOL),低空经济,DeepSeek概念,消费电子概念,电池技术,通信技术"
上交所,科创板,688220,1,翱捷科技-U,2,107.61,-0.18,-0.17,2,125172,1350308346.0,5.74,110.77,107.79,104.58,106.0,0.63,3.39,-401.64,8.27,半导体,上海板块,"物联网,5G概念,人工智能,国产芯片,半导体概念,商业航天,汽车芯片,AI眼镜"
上交所,科创板,688221,1,前沿生物-U,2,24.59,0.19,0.78,2,330617,818552121.0,7.46,25.51,24.4,23.69,23.88,1.32,8.83,10.13,8.31,化学制药,江苏板块,"病毒防治,创新药,病原体防治"
上交所,科创板,688222,1,成都先导,2,29.66,2.18,7.93,2,365813,1059537514.0,12.63,30.35,27.48,26.88,27.2,1.37,9.13,71.59,7.73,医疗服务,四川板块,"西部大开发,人工智能,CRO,重组蛋白,创新药,创新医疗服务"
上交所,科创板,688223,1,晶科能源,2,7.42,0.04,0.54,2,2243607,1652725004.0,4.61,7.59,7.38,7.25,7.46,1.02,2.18,-14.11,3.06,光伏设备,江西板块,"光伏概念,储能概念,钙钛矿电池,TOPCon电池,科创板做市股,BC电池"
上交所,科创板,688225,1,亚信安全,2,16.55,-0.4,-2.36,2,39395,65927910.0,3.07,17.02,16.95,16.5,16.97,0.75,0.98,-8.89,4.26,软件开发,江苏板块,"大数据,网络安全,人工智能,卫星互联网,鸿蒙概念,商业航天,6G概念,数据安全,东数西算,信创,数字水印,算力概念,英伟达概念,Kimi概念,DeepSeek概念,通信技术"
上交所,科创板,688226,1,威腾电气,2,58.17,-0.23,-0.39,2,99017,581241880.0,9.26,61.5,58.4,56.09,59.0,0.9,5.25,393.71,6.41,电网设备,江苏板块,"光伏概念,华为概念,储能概念"
上交所,科创板,688227,1,品高股份,2,113.58,-2.85,-2.45,2,105784,1195744439.0,4.54,115.99,116.43,110.7,114.69,0.91,9.36,-209.47,10.31,IT服务Ⅱ,广东板块,"军工,云计算,人工智能,AI智能体,国产芯片,信创,算力概念,DeepSeek概念"
上交所,科创板,688228,1,开普云,2,108.41,-2.79,-2.51,2,18683,203938750.0,3.64,111.98,111.2,107.93,110.91,0.74,2.77,-217.16,5.87,IT服务Ⅱ,广东板块,"互联网服务,大数据,国产软件,人工智能,华为概念,智慧政务,虚拟电厂,元宇宙概念,虚拟数字人,信创,科创板做市股,AIGC概念,ChatGPT概念,数据要素,多模态AI,财税数字化,DeepSeek概念,AI应用,电网概念"
上交所,科创板,688229,1,博睿数据,2,100.41,-0.99,-0.98,2,37718,381829726.0,6.83,105.0,101.4,98.07,99.5,0.94,8.49,-95.76,12.19,IT服务Ⅱ,北京板块,"互联网服务,大数据,阿里概念,人工智能,百度概念,华为概念,信创,AI应用"
上交所,科创板,688230,1,芯导科技,2,73.36,-1.08,-1.45,2,16672,122979232.0,2.53,74.88,74.44,73.0,74.66,0.75,1.42,71.99,3.83,半导体,上海板块,"小米概念,国产芯片,氮化镓,半导体概念,第三代半导体,IGBT概念,人形机器人"
上交所,科创板,688231,1,隆达股份,2,39.19,-2.48,-5.95,2,54411,214788777.0,8.33,42.0,41.67,38.53,41.41,1.19,2.2,50.84,3.45,金属新材料,江苏板块,"军工,新材料,军民融合,大飞机"
上交所,科创板,688232,1,新点软件,2,22.73,-0.51,-2.19,2,21934,50149065.0,2.54,23.27,23.24,22.68,23.24,0.63,0.68,-76.14,1.36,软件开发,江苏板块,"智慧城市,国产软件,智慧政务,房屋检测,AI应用"
上交所,科创板,688233,1,神工股份,2,92.36,-2.34,-2.47,2,90316,830351796.0,4.75,94.12,94.7,89.62,94.0,0.8,5.3,154.91,8.21,半导体,辽宁板块,"国产芯片,半导体概念,中芯概念"
上交所,科创板,688234,1,天岳先进,2,130.01,4.76,3.8,2,205807,2642587091.0,8.52,132.3,125.25,121.63,127.39,1.31,4.79,-260.31,8.86,半导体,山东板块,"半导体概念,第三代半导体,碳化硅"
上交所,科创板,688235,1,百济神州,2,267.98,5.9,2.25,2,70621,1869074641.0,8.2,276.01,262.08,254.52,259.68,1.47,6.14,64.23,12.51,化学制药,,"单抗概念,创新药"
上交所,科创板,688236,1,春立医疗,2,17.51,-0.71,-3.9,2,26054,46100419.0,4.77,18.28,18.22,17.41,18.18,0.76,0.9,27.21,2.2,医疗器械,北京板块,医疗器械概念
上交所,科创板,688237,1,超卓航科,2,52.01,-1.85,-3.43,2,18135,94658667.0,4.23,53.86,53.86,51.58,53.86,1.09,2.02,315.88,3.84,航空装备Ⅱ,湖北板块,航天航空
上交所,科创板,688238,1,和元生物,2,6.6,-0.19,-2.8,2,132589,88620229.0,3.53,6.81,6.79,6.57,6.81,1.27,2.07,-20.17,3.16,医疗服务,上海板块,"免疫治疗,CRO,CAR-T细胞疗法,创新医疗服务"
上交所,科创板,688239,1,航宇科技,2,71.59,-0.45,-0.62,2,72533,513471508.0,3.5,72.04,72.04,69.52,71.81,0.64,3.8,60.5,6.59,航空装备Ⅱ,贵州板块,"航天航空,核能核电,西部大开发,大飞机,商业航天"
上交所,科创板,688244,1,永信至诚,2,19.97,-0.43,-2.11,2,18388,36842776.0,3.04,20.53,20.4,19.91,20.53,0.85,1.22,-32.11,3.18,软件开发,北京板块,"军工,网络安全,人工智能,商业航天,职业教育,数据安全,信创,DeepSeek概念,AI应用"
上交所,科创板,688246,1,嘉和美康,2,23.36,-0.32,-1.35,2,51971,122690547.0,5.24,24.31,23.68,23.07,23.84,0.98,3.78,-56.12,2.49,软件开发,北京板块,"互联医疗,DRG/DIP,信创,AI制药（医疗）,AI应用,创新医疗服务"
上交所,科创板,688247,1,宣泰医药,2,9.49,-0.14,-1.45,2,20896,19884234.0,2.28,9.65,9.63,9.43,9.65,0.68,0.46,64.94,3.29,化学制药,上海板块,"央国企改革,CRO,创新医疗服务"
上交所,科创板,688248,1,南网科技,2,64.6,1.31,2.07,2,78780,509330862.0,4.77,65.82,63.29,62.8,63.04,1.02,1.4,184.93,11.02,电网设备,广东板块,"智能电网,央国企改革,无人机,虚拟电厂,储能概念,机器人概念,电网概念"
上交所,科创板,688249,1,晶合集成,2,35.75,-0.3,-0.83,2,447676,1610108778.0,4.66,36.98,36.05,35.3,35.93,0.77,2.23,354.19,3.27,半导体,安徽板块,"央国企改革,半导体概念"
